score,axe_detecte,dutreil_probable,signaux_dutreil,denomination,raison_sociale,siren,siret_siege,naf,naf_libelle,categorie,tranche_effectif,tranche_effectif_libelle,annee_effectif,etablissements_ouverts,date_creation,date_maj_rne,adresse_siege,code_postal,commune,departement,siege_dans_zone,dirigeants,dirigeant_age_max,nature_juridique,tel_portable,tel_fixe,email,url_pappers,url_societe,statut_suivi,prochaine_action
4,INDUSTRIE?,non,,HYDAC,HYDAC,303993562,30399356200105,28.12Z,,PME,22,100 à 199 salariés,2023,9,1983-11-01,2024-05-19T17:01:20,TECHNOPOLE FORBACH SUD PARC D'ACTIVITE FORBACH OUEST 57600 FOLKLING,57600,FOLKLING,57,non,ALAIN BECHTEL (64 ans) — Gérant ; WEMA AUDIT (SIREN 819213448) — Commissaire aux comptes titulaire ; SARL CENTR'AUDIT (SIREN ) — Commissaire aux comptes titulaire,64,5499,,,,https://www.pappers.fr/entreprise/303993562,https://www.societe.com/societe/-303993562.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
4,INDUSTRIE?,non,,LES APPLICATIONS INDUSTRIELLES ET NAUTIQUES - AIN,LES APPLICATIONS INDUSTRIELLES ET NAUTIQUES - AIN,702003898,70200389800062,29.20Z,,PME,NN,,,4,1970-01-01,2024-05-19T17:01:20,23 BOULEVARD EUGENE RIFFAULT 41000 BLOIS,41000,BLOIS,41,non,BENEDICTE MARIE CHANTAL GORIOUX (DE LA VILLEON) (45 ans) — Commissaire aux comptes suppléant ; FRANCOIS-XAVIER MAURICE GEORGES GUYARD (64 ans) — Président de SAS ; GORIOUX FARO ET ASSOCIES (SIREN 338896350) — Commissaire aux comptes titulaire,64,5710,,,,https://www.pappers.fr/entreprise/702003898,https://www.societe.com/societe/-702003898.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
4,INDUSTRIE?,non,,MACOR,MACOR,333511848,33351184800058,33.15Z,,PME,11,10 à 19 salariés,2023,5,1985-07-01,2024-05-19T17:01:20,LOCAL MACOR ENCEINTE PORTUAIRE 4 ZONE PORTUAIRE 13015 MARSEILLE 15,13015,MARSEILLE 15,13,oui,AMARIX (SIREN 451461222) — ,,5710,,,,https://www.pappers.fr/entreprise/333511848,https://www.societe.com/societe/-333511848.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
4,INDUSTRIE?,non,,PATISSERIE REYNIER (PATISSERIE REYNIER),PATISSERIE REYNIER,527554752,52755475200016,10.71C,,PME,11,10 à 19 salariés,2023,6,2010-01-01,2024-05-19T17:01:20,AVENUE JOSEPH ARRIGHI 13620 CARRY-LE-ROUET,13620,CARRY-LE-ROUET,13,oui,MARIE LOUISE EVELYNE FORNASERO (BASCETTO) (53 ans) — Gérant ; CHRISTOPHE FORNASERO (43 ans) — Gérant,53,5499,,,,https://www.pappers.fr/entreprise/527554752,https://www.societe.com/societe/-527554752.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
4,INDUSTRIE?,non,,SYLVESTRE BETON,SYLVESTRE BETON,789698941,78969894100026,23.63Z,,PME,11,10 à 19 salariés,2023,5,2012-12-01,2024-05-19T17:01:20,850 CHEMIN DES VEGINIERES 84660 MAUBEC,84660,MAUBEC,84,oui,GROUPE SYLVESTRE (SIREN 411039217) — Président de SAS ; GERMAIN ASSOCIES (SIREN 490396082) — ,,5710,,,,https://www.pappers.fr/entreprise/789698941,https://www.societe.com/societe/-789698941.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
3,INDUSTRIE?,non,,CENTRALE DISTRIBUTION (CENTRALE DISTRIBUTION),CENTRALE DISTRIBUTION,306771536,30677153600027,31.09B,,PME,NN,,,4,1976-01-01,2024-05-19T17:01:20,7-9 7 RUE JEAN JAURES 94000 CRETEIL,94000,CRETEIL,94,non,CYNDIA CORALIE PASCAL COULON (31 ans) — Directeur général délégué ; MICHEL COULON (78 ans) — Président de SAS,78,5710,,,,https://www.pappers.fr/entreprise/306771536,https://www.societe.com/societe/-306771536.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
3,INDUSTRIE?,non,,CHAMPEAU,CHAMPEAU,755500121,75550012100156,16.23Z,,PME,21,50 à 99 salariés,2023,10,1955-01-01,2024-05-19T17:01:20,AVENUE DE LA LIBERATION 87220 FEYTIAT,87220,FEYTIAT,87,non,"PHILIPPE MOURARET AUDIT , EXPERTISE ET CONSEIL (SIREN 523639540) — Commissaire aux comptes titulaire ; G2C NEW CO (SIREN 850564428) — Président de SAS",,5710,,,,https://www.pappers.fr/entreprise/755500121,https://www.societe.com/societe/-755500121.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
3,INDUSTRIE?,non,,DELICADESSERT,DELICADESSERT,432158012,43215801200026,10.71D,,PME,03,6 à 9 salariés,2023,5,2000-07-06,2024-05-19T17:01:20,PARC DE L ESCAPADE PALETTE OUEST RN 7 13100 LE THOLONET,13100,LE THOLONET,13,oui,29FF (SIREN 983917741) — Président de SAS,,5710,,,,https://www.pappers.fr/entreprise/432158012,https://www.societe.com/societe/-432158012.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
3,INDUSTRIE?,non,,ETS SUDREAU,ETS SUDREAU,385314752,38531475200010,10.13A,,PME,02,3 à 5 salariés,2023,5,1992-02-24,2024-05-19T17:01:20,91 BOULEVARD LEON-GAMBETTA 46000 CAHORS,46000,CAHORS,46,non,FRANCOIS SUDREAU (SUDREAU) (58 ans) — Gérant,58,5499,,,,https://www.pappers.fr/entreprise/385314752,https://www.societe.com/societe/-385314752.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
3,INDUSTRIE?,non,,EVERDYN,EVERDYN,451527477,45152747700033,33.20D,"Installation d'équipements électriques, de matériels électroniques et optiques ou d'autres matériels",PME,03,6 à 9 salariés,2023,4,2004-01-09,2024-05-19T17:01:20,14 RUE PEYSSONNEL 13100 AIX-EN-PROVENCE,13100,AIX-EN-PROVENCE,13,oui,B-HIVE GROUP (SIREN 912210275) — ,,5710,,,,https://www.pappers.fr/entreprise/451527477,https://www.societe.com/societe/-451527477.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
3,INDUSTRIE?,non,,GREEN SAILS,GREEN SAILS,519870380,51987038000010,15.12Z,,PME,12,20 à 49 salariés,2023,13,2010-01-01,2024-05-19T17:01:20,PRESQU'ILE DE KEROMAN BASE DES SOUS MARINS 56100 LORIENT,56100,LORIENT,56,non,IODEE (SIREN 832006811) — Président de SAS,,5710,,,,https://www.pappers.fr/entreprise/519870380,https://www.societe.com/societe/-519870380.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
3,INDUSTRIE?,non,,HESCHUNG & CIE,HESCHUNG & CIE,978075463,97807546300015,15.20Z,,PME,12,20 à 49 salariés,2023,15,2023-07-20,2024-05-19T17:01:20,RUE DU CHANTIER DE CREOSOTAGE 67790 STEINBOURG,67790,STEINBOURG,67,non,PPL FINANCE (SIREN 412851768) —  ; WEMA AUDIT (SIREN 819213448) — ,,5710,,,,https://www.pappers.fr/entreprise/978075463,https://www.societe.com/societe/-978075463.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
3,INDUSTRIE?,non,,LES DUCS DE GASCOGNE,LES DUCS DE GASCOGNE,395620107,39562010700015,10.13A,,PME,21,50 à 99 salariés,2023,5,1956-01-01,2024-05-19T17:01:20,ROUTE DE MAUVEZIN 32200 GIMONT,32200,GIMONT,32,non,SEBASTIEN DESPRET (50 ans) — Commissaire aux comptes suppléant ; E.U.R.L. J.M.C. AUDIT (SIREN 451602668) — Commissaire aux comptes titulaire ; BCRH & ASSOCIES (SIREN 490092574) — Commissaire aux comptes titulaire ; R2LIFT (SIREN 914643861) — Directeur Général ; FGF 2 (SIREN 953196607) — Président de SAS,50,5710,,,,https://www.pappers.fr/entreprise/395620107,https://www.societe.com/societe/-395620107.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
3,INDUSTRIE?,non,,OH FAON ! (OH FAON !),OH FAON !,832468003,83246800300013,10.71D,,PME,NN,,,4,2017-09-21,2024-05-19T17:01:20,3 B MTE DE LA DIME 13400 AUBAGNE,13400,AUBAGNE,13,oui,JEROME OLIVIER FABRICE RAFFAELLI (49 ans) — Gérant ; KEVIN MEEN YAU (36 ans) — Gérant,49,5499,,,,https://www.pappers.fr/entreprise/832468003,https://www.societe.com/societe/-832468003.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
3,INDUSTRIE?,non,,PERLE D'EAU,PERLE D'EAU,447589953,44758995300036,32.13Z,,PME,12,20 à 49 salariés,2023,5,2003-01-17,2024-05-19T17:01:20,ESPACE TECHNOPOLE BAT.F 293 ROUTE DE LA SEYNE 83190 OLLIOULES,83190,OLLIOULES,83,non,I.D.D.P (SIREN 908495054) — Président de SAS,,5710,,,,https://www.pappers.fr/entreprise/447589953,https://www.societe.com/societe/-447589953.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
3,INDUSTRIE?,non,,PERRIN,PERRIN,726820384,72682038400014,14.31Z,,PME,21,50 à 99 salariés,2023,15,2022-12-06,2024-05-19T17:01:20,12 RUE DE VERDUN 71300 MONTCEAU-LES-MINES,71300,MONTCEAU-LES-MINES,71,non,GRANT THORNTON (SIREN 632013843) — Commissaire aux comptes titulaire ; GROUPE PERRIN (SIREN 811652197) — Président de SAS,,5710,,,,https://www.pappers.fr/entreprise/726820384,https://www.societe.com/societe/-726820384.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
3,INDUSTRIE?,non,,RESEAU CHAPE,RESEAU CHAPE,793073156,79307315600101,23.63Z,,PME,NN,,,7,2013-05-06,2024-05-19T17:01:20,4 IMPASSE DES GRANGES 38290 LA VERPILLIERE,38290,LA VERPILLIERE,38,oui,WOLFF ET ASSOCIES (SIREN 479908949) — Commissaire aux comptes titulaire ; RCT SERVICES (SIREN 527810097) — Président de SAS,,5710,,,,https://www.pappers.fr/entreprise/793073156,https://www.societe.com/societe/-793073156.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
3,INDUSTRIE?,non,,SEDAC FRANCE,SEDAC FRANCE,772801387,77280138700030,31.03Z,,PME,21,50 à 99 salariés,2023,4,1981-04-06,2024-05-19T17:01:20,ZI LES GUIGNONS 7 COURS ANTOINE LAVOISIER 10400 NOGENT-SUR-SEINE,10400,NOGENT-SUR-SEINE,10,non,ALY FAKHRY (48 ans) — Directeur Général ; CHD AUDIT HAUTS DE FRANCE (SIREN 325366441) — Commissaire aux comptes titulaire ; PAJ LITERIE (SIREN ) — Président de SAS,48,5710,,,,https://www.pappers.fr/entreprise/772801387,https://www.societe.com/societe/-772801387.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
3,INDUSTRIE?,non,,SHOEMAKERS,SHOEMAKERS,508571692,50857169200138,15.20Z,,PME,21,50 à 99 salariés,2023,8,2008-10-13,2024-05-19T17:01:20,9 RUE DES CHOUANS 85130 CHANVERRIE,85130,CHANVERRIE,85,non,ARNAUD BAYEUX (54 ans) — Président de SAS ; GROUPE Y BOULLIER (SIREN 352657993) — Commissaire aux comptes titulaire,54,5710,,,,https://www.pappers.fr/entreprise/508571692,https://www.societe.com/societe/-508571692.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
3,INDUSTRIE?,non,,SLYM,SLYM,880853247,88085324700018,10.71C,,PME,02,3 à 5 salariés,2023,5,2020-02-01,2024-05-19T17:01:20,128 VOIE LA CANEBIERE 13001 MARSEILLE,13001,MARSEILLE,13,oui,LACHRAF HAFID KRIBECHE (52 ans) — Gérant,52,5499,,,,https://www.pappers.fr/entreprise/880853247,https://www.societe.com/societe/-880853247.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
3,INDUSTRIE?,non,,T.N.T. SERGE BLANCO,T.N.T. SERGE BLANCO,387850258,38785025800394,14.14Z,,PME,21,50 à 99 salariés,2023,36,1992-07-01,2024-05-19T17:01:20,27 AVENUE MARCEL DASSAULT 31500 TOULOUSE,31500,TOULOUSE,31,non,ELSA CORTES (LAUBY) (49 ans) — Directeur Général ; LIONEL LAUBY (51 ans) — Président de SAS ; BAKER TILLY STREGO (SIREN 063200885) — ,51,5710,,,,https://www.pappers.fr/entreprise/387850258,https://www.societe.com/societe/-387850258.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
2,INDUSTRIE?,non,,ALPHA LASER (ALPHA LASER),ALPHA LASER,344769971,34476997100070,25.61Z,,PME,11,10 à 19 salariés,2023,6,2005-06-01,2024-05-19T17:01:20,21 RTE DEPARTEMENTALE 619 52330 COLOMBEY LES DEUX EGLISES,52330,COLOMBEY LES DEUX EGLISES,52,non,BAB'S & CO (SIREN 490252590) — Président de SAS,,5710,,,,https://www.pappers.fr/entreprise/344769971,https://www.societe.com/societe/-344769971.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
2,INDUSTRIE?,non,,ATELIER BOUDER,ATELIER BOUDER,542005681,54200568100029,32.12Z,,PME,12,20 à 49 salariés,2023,4,1954-01-01,2024-05-19T17:01:20,5 B RUE MARGUERITE DE ROCHECHOUART 75009 PARIS,75009,PARIS,75,non,"MANOP, MANUFACTURE D'OBJETS PRECIEUX (SIREN 419596689) — Président de SAS ; PARIS CONSEIL AUDIT & EXPERTISES (SIREN 840098024) — Commissaire aux comptes suppléant ; PHYGICAB PARIS AUDIT & CONSEIL (SIREN 882858657) — Commissaire aux comptes titulaire",,5710,,,,https://www.pappers.fr/entreprise/542005681,https://www.societe.com/societe/-542005681.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
2,INDUSTRIE?,non,,BAUMIT SAS,BAUMIT SAS,788629335,78862933500118,23.64Z,,PME,12,20 à 49 salariés,2023,6,2012-08-23,2024-05-19T17:01:20,ZAC DU GUE DE LAUNAY 1 IMPASSE DE LA CENTRALE 77360 VAIRES-SUR-MARNE,77360,VAIRES-SUR-MARNE,77,non,BENCE KASSAI (46 ans) — Président de SAS ; CAUCHY-CHAUMONT & ASSOCIES (SIREN 394613418) — Commissaire aux comptes titulaire,46,5710,,,,https://www.pappers.fr/entreprise/788629335,https://www.societe.com/societe/-788629335.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
2,INDUSTRIE?,non,,ESCALIERS DECORS - ESCA INDUSTRIE (ED - EI),ESCALIERS DECORS - ESCA INDUSTRIE,312213077,31221307700059,25.11Z,,PME,11,10 à 19 salariés,2023,7,1978-01-01,2024-05-19T17:01:20,ZONE ARTISANALE ROUTE DE COULANGES 89480 CRAIN,89480,CRAIN,89,non,MEJIRO (SIREN 881803878) — Président de SAS,,5710,,,,https://www.pappers.fr/entreprise/312213077,https://www.societe.com/societe/-312213077.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
2,INDUSTRIE?,non,,STORES DI LUCCA,STORES DI LUCCA,334249612,33424961200014,13.92Z,,PME,11,10 à 19 salariés,2023,4,1985-10-02,2024-05-19T17:01:20,34 AVENUE LEON GAMBETTA 83500 LA SEYNE-SUR-MER,83500,LA SEYNE-SUR-MER,83,non,ARNAUD DI LUCCA (47 ans) — Gérant,47,5499,,,,https://www.pappers.fr/entreprise/334249612,https://www.societe.com/societe/-334249612.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
2,INDUSTRIE?,non,,T S M TELECONCEPTS,T S M TELECONCEPTS,397485616,39748561600031,33.20D,"Installation d'équipements électriques, de matériels électroniques et optiques ou d'autres matériels",PME,11,10 à 19 salariés,2023,10,1994-05-16,2024-05-19T17:01:20,60 CHEMIN DE FONT GRAISSAN 06250 MOUGINS,06250,MOUGINS,06,non,"CANNES AUDIT PEIRIN (SIREN 519484083) — Commissaire aux comptes titulaire ; BUSINESS DEVELOPMENT AND FINANCING (SIREN 539823252) — Président de SAS ; ARES - AUDIT, REVISION , EXPERTISE-COMPTABLE ET STRATEGIE (SIREN 810894014) — Commissaire aux comptes suppléant",,5710,,,,https://www.pappers.fr/entreprise/397485616,https://www.societe.com/societe/-397485616.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
1,INDUSTRIE?,non,,ALTUS ENERGY,ALTUS ENERGY,502315831,50231583100078,33.14Z,Réparation d'équipements électriques,PME,03,6 à 9 salariés,2023,5,2008-02-01,2024-05-19T17:01:20,IMMEUBLE ATLANTIS 2 55 ALLEE PIERRE ZILLER 06560 VALBONNE,06560,VALBONNE,06,non,MATHIEU DIDIER JACQUES DEBONNET (54 ans) — Président de SAS ; FABRICE FAYETTE — Commissaire aux comptes titulaire ; DIDIER IVARRA — Commissaire aux comptes suppléant,54,5710,,,,https://www.pappers.fr/entreprise/502315831,https://www.societe.com/societe/-502315831.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
1,INDUSTRIE?,non,,CHOCOLATERIE SIGNOURET (A.L. SIGNOURET - ARTISAN CHOCOLATIER),CHOCOLATERIE SIGNOURET,794812412,79481241200011,10.82Z,,PME,03,6 à 9 salariés,2023,4,2013-08-15,2024-05-19T17:01:20,79 AVENUE JEAN JAURES 05000 GAP,05000,GAP,05,non,ANNE-LISE SIGNOURET (45 ans) — Gérant ; FUSION CHOCOLAT (SIREN 941716128) — ,45,5710,,,,https://www.pappers.fr/entreprise/794812412,https://www.societe.com/societe/-794812412.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
1,INDUSTRIE?,non,,COPAS MPA,COPAS MPA,331139055,33113905500072,33.20B,Installation de machines et équipements mécaniques,PME,02,3 à 5 salariés,2023,4,1984-09-15,2024-05-19T17:01:20,700 RUE ANDRE MALRAUX 07500 GUILHERAND-GRANGES,07500,GUILHERAND-GRANGES,07,non,DIAGNOSTIC REVISION CONSEIL (SIREN 480775782) — Commissaire aux comptes titulaire ; ELEJI (SIREN 902940808) — ,,5710,,,,https://www.pappers.fr/entreprise/331139055,https://www.societe.com/societe/-331139055.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
1,INDUSTRIE?,non,,EUSTACHE (ATELIER DE COUTEAUX REGIONAUX) (A C R),EUSTACHE,452538432,45253843200132,25.71Z,,PME,03,6 à 9 salariés,2023,11,2004-03-01,2024-05-19T17:01:20,66 AV DE LA LIBERATION 19360 MALEMORT,19360,MALEMORT,19,non,REMI SQUEREN (49 ans) — Gérant ; H. AUDIT. (SIREN 489993360) — Commissaire aux comptes titulaire ; 19.67 FINANCES (SIREN 833483050) — Président de SAS,49,5710,,,,https://www.pappers.fr/entreprise/452538432,https://www.societe.com/societe/-452538432.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
1,INDUSTRIE?,non,,LES TISSAGES DE ST JEAN DE LUZ,LES TISSAGES DE ST JEAN DE LUZ,382297992,38229799200077,13.20Z,,PME,01,1 ou 2 salariés,2023,5,1991-06-26,2024-05-19T17:01:20,83 RUE GAMBETTA 64500 SAINT-JEAN-DE-LUZ,64500,SAINT-JEAN-DE-LUZ,64,non,YVES JEROME FANFARE (48 ans) — Gérant,48,5499,,,,https://www.pappers.fr/entreprise/382297992,https://www.societe.com/societe/-382297992.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
1,INDUSTRIE?,non,,LOGITAX,LOGITAX,331891580,33189158000127,33.13Z,Réparation d'équipements électroniques et optiques,PME,11,10 à 19 salariés,2023,12,1985-02-22,2024-05-19T17:01:20,12 AVENUE DU VALQUIOU 93290 TREMBLAY-EN-FRANCE,93290,TREMBLAY-EN-FRANCE,93,non,AE DÉVELOPPEMENT (SIREN 977617539) — Président de SAS,,5710,,,,https://www.pappers.fr/entreprise/331891580,https://www.societe.com/societe/-331891580.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
1,INDUSTRIE?,non,,QUATRA FRANCE (ECOLOGIC'OIL-QUATRA) (ARD),QUATRA FRANCE,444182075,44418207500432,10.71B,,PME,NN,,,36,2002-12-12,2024-05-19T17:01:20,10 RUE MICHEL SERVET 59000 LILLE,59000,LILLE,59,non,PIET VAN POLLAERT (44 ans) — Gérant,44,5499,,,,https://www.pappers.fr/entreprise/444182075,https://www.societe.com/societe/-444182075.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
1,INDUSTRIE?,non,,SOER,SOER,887761773,88776177300092,26.52Z,,PME,01,1 ou 2 salariés,2023,5,2020-07-27,2024-05-19T17:01:20,113 AVENUE DU 8 MAI 1945 42340 VEAUCHE,42340,VEAUCHE,42,non,SOPHIE DOMINIQUE MYRIAM CACARD (CACARD) (42 ans) — Directeur Général ; ERIC JOEL MICHEL COQUELAERE (COQUELAERE) (54 ans) — Président de SAS,54,5710,,,,https://www.pappers.fr/entreprise/887761773,https://www.societe.com/societe/-887761773.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
1,INDUSTRIE?,non,,WASHTEC FRANCE,WASHTEC FRANCE,341515047,34151504700163,33.12Z,Réparation de machines et équipements mécaniques,PME,22,100 à 199 salariés,2023,17,1987-03-31,2024-05-19T17:01:20,200 RUE DU GRAND BOULAND 45760 BOIGNY-SUR-BIONNE,45760,BOIGNY-SUR-BIONNE,45,non,CATHERINE SUZANNE MARGUERITE CAZAUX (LETHIELLEUX) (54 ans) — Président de SAS ; KPMG S.A (SIREN 775726417) — Commissaire aux comptes titulaire,54,5710,,,,https://www.pappers.fr/entreprise/341515047,https://www.societe.com/societe/-341515047.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
0,INDUSTRIE?,non,,ADBI,ADBI,490714649,49071464900020,14.13Z,,PME,03,6 à 9 salariés,2023,19,2006-06-08,2024-05-19T17:01:20,45 RUE CHARLOT 75003 PARIS,75003,PARIS,75,non,AUDITEURS ASSOCIES FRANCILIENS (SIREN 422774349) — Commissaire aux comptes titulaire ; MES DEMOISELLES (SIREN 845318872) — Président de SAS,,5710,,,,https://www.pappers.fr/entreprise/490714649,https://www.societe.com/societe/-490714649.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
0,INDUSTRIE?,non,,NAYAK-LM FRANCE,NAYAK-LM FRANCE,880086384,88008638400026,33.16Z,,PME,22,100 à 199 salariés,2023,10,2019-12-19,2024-05-19T17:01:20,34 AVENUE DES CHAMPS ELYSEES 75008 PARIS,75008,PARIS,75,non,NICOLO CALOSSO (49 ans) — Directeur Général ; SERGIO SCALERA (54 ans) — Président de SAS ; COFIME AUDIT (SIREN 488221672) — Commissaire aux comptes titulaire,54,5710,,,,https://www.pappers.fr/entreprise/880086384,https://www.societe.com/societe/-880086384.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
0,INDUSTRIE?,non,,VIKING LIFE-SAVING EQUIPMENT FRANCE,VIKING LIFE-SAVING EQUIPMENT FRANCE,389654674,38965467400057,33.15Z,,PME,03,6 à 9 salariés,2023,5,1992-12-16,2024-05-19T17:01:20,PARC ELYSEE 41 RUE MICHEL ANGE 91000 EVRY-COURCOURONNES,91000,EVRY-COURCOURONNES,91,non,BENOIT LAURENT DARRIEUX (48 ans) — Gérant ; HENRIK HELSINGHOF (42 ans) — Gérant ; MIRA MI SONG NIELSEN (47 ans) — Gérant ; BDO PARIS (SIREN 480307131) — Commissaire aux comptes titulaire,48,5499,,,,https://www.pappers.fr/entreprise/389654674,https://www.societe.com/societe/-389654674.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
0,INDUSTRIE?,non,,YAY-YOU ARE YOUNG (YAY-YOU ARE YOUNG) (YAY),YAY-YOU ARE YOUNG,797548955,79754895500039,32.13Z,,PME,03,6 à 9 salariés,2023,6,2013-09-10,2024-05-19T17:01:20,26 RUE PASTOURELLE 75003 PARIS,75003,PARIS,75,non,SEBASTIEN PIERRE MARIE LUCAS (49 ans) — Autre ; JULIE TERRANOVA (37 ans) — Président de SAS,49,5499,,,,https://www.pappers.fr/entreprise/797548955,https://www.societe.com/societe/-797548955.html,Identifié,Qualifier le fit métier (LinkedIn + site web)
